gene_name,GPT_Surface,GPT_Secreted,GPT_Intracellular,HPA_Score,UNI_Neg_Score,GPI_Score,CSPA_Score,TMHMM_Score,UNI_Score,UNI_CellSurface,Tier,Custom_Edit
MXRA5,-85,-80,-70,-1,3,0,3,0,-1,1,Tier1,0
MXRA8,82,-90,-70,0,2,0,3,1,3,1,Tier1,0
MYADM,80,-90,-70,0,3,0,NA,1,5,0,Tier1,0
MYH8,70,-95,90,10,2,0,NA,0,0,0,Tier1,0
MYLK,80,-95,80,5,1,0,NA,0,-1,0,Tier1,0
MYO10,85,-95,75,10,2,0,NA,0,4,0,Tier1,0
MYO1B,70,-95,75,10,1,0,NA,0,0,0,Tier1,0
MYO1C,80,-95,90,10,1,0,NA,0,2,0,Tier1,0
MYO1E,80,-95,90,10,2,0,NA,0,-2,0,Tier1,0
MYO1G,70,-90,70,10,2,0,NA,0,5,0,Tier1,0
MYO5A,80,-95,85,15,1,0,NA,0,0,0,Tier1,0
MYO9A,70,-90,85,10,2,0,NA,0,3,0,Tier1,0
MYOF,80,-95,90,15,2,0,3,1,0,1,Tier1,0
MYRF,80,-90,70,0,0,0,NA,1,2,0,Tier1,0
NAALADL1,80,-90,-85,0,3,0,NA,1,5,0,Tier1,0
NAGPA,-95,-95,95,NA,1,0,3,1,-1,1,Tier1,0
NALCN,85,-90,-80,15,3,0,NA,1,5,0,Tier1,0
NAMPT,80,-80,90,4,1,0,NA,0,-3,0,Tier1,0
NCAM1,100,-100,-100,9,2,2,3,1,4,1,Tier1,0
NCAM2,95,-95,-90,10,2,1,3,1,0,1,Tier1,0
NCK1,70,-95,80,10,1,0,NA,0,0,0,Tier1,0
NCKIPSD,50,-95,90,5,2,0,NA,0,0,0,Tier1,0
NCLN,70,-90,80,0,1,0,3,1,4,1,Tier1,0
NCMAP,75,-95,-80,NA,3,0,NA,1,5,0,Tier1,0
NCR1,98,-90,85,NA,3,0,NA,1,5,0,Tier1,0
NCR2,95,-95,-80,NA,3,0,NA,1,5,0,Tier1,0
NCR3,80,-95,-70,NA,3,0,3,1,5,1,Tier1,0
NCR3LG1,90,-95,-90,NA,3,0,NA,1,5,0,Tier1,0
NCSTN,95,-90,-85,0,2,0,3,1,-2,1,Tier1,0
NDC1,90,-95,85,5,2,0,NA,1,0,0,Tier1,0
NDST2,70,-80,-60,0,2,0,NA,1,-1,0,Tier1,0
NECTIN1,95,-95,-80,NA,3,0,NA,1,4,0,Tier1,0
NECTIN2,95,-90,-90,5,3,0,NA,1,0,0,Tier1,0
NECTIN3,90,-95,-90,10,3,0,NA,1,5,0,Tier1,0
NECTIN4,100,-100,-100,9,3,0,NA,1,4,0,Tier1,0
NEGR1,-95,-90,70,0,3,2,3,0,5,1,Tier1,0
NEK8,70,-98,80,5,1,0,NA,0,-2,0,Tier1,0
NELL1,70,-80,55,NA,2,0,3,0,-3,1,Tier1,0
NEMP1,80,-95,-80,0,2,0,NA,1,4,0,Tier1,0
NEO1,95,-90,-80,10,1,0,3,1,0,1,Tier1,0
NETO1,90,-95,-85,-1,3,0,NA,1,4,0,Tier1,0
NETO2,90,-95,-95,0,3,0,NA,1,0,0,Tier1,0
NEU1,80,-80,80,5,2,0,3,0,-1,1,Tier1,0
NEXN,80,-95,90,10,3,0,NA,0,-1,0,Tier1,0
NF2,85,-95,90,10,2,0,NA,0,0,0,Tier1,0
NFAM1,90,-95,-80,10,3,0,NA,1,5,0,Tier1,0
NFASC,99,-98,-95,NA,3,1,3,1,5,1,Tier1,0
NGFR,95,-95,-80,10,0,0,NA,1,4,0,Tier1,0
NHS,80,-90,90,10,2,0,NA,0,0,0,Tier1,0
NIBAN1,70,-95,70,10,1,0,NA,0,-1,0,Tier1,0
NID2,-95,-95,-95,9,3,0,3,0,0,1,Tier1,0
NINJ1,90,-80,-75,NA,3,0,NA,1,4,0,Tier1,0
NINJ2,80,-90,-70,5,3,1,NA,1,5,0,Tier1,0
NINL,70,-95,75,10,2,0,NA,0,-1,0,Tier1,0
NIPAL1,90,-90,80,0,2,0,NA,1,4,0,Tier1,0
NKPD1,80,-90,70,NA,3,0,NA,1,5,0,Tier1,0
NLGN1,70,-90,-80,10,1,0,3,1,5,1,Tier1,0
NLGN2,80,-95,70,0,2,0,3,1,5,1,Tier1,0
NLGN3,-95,-95,80,10,1,0,NA,1,4,0,Tier1,0
NLGN4X,-90,-90,80,NA,3,0,3,1,0,1,Tier1,0
NMB,85,-70,-80,4,3,0,NA,0,-1,0,Tier1,0
NMBR,80,-90,-70,10,2,0,NA,1,5,0,Tier1,0
NMUR1,80,-70,-70,NA,3,0,3,1,0,1,Tier1,0
NMUR2,85,-90,70,10,3,0,NA,1,0,0,Tier1,0
NOMO3,-98,-98,75,NA,1,0,3,1,-1,1,Tier1,0
NOTCH1,98,-99,-75,0,0,0,3,1,3,1,Tier1,0
NOTCH2,85,-90,-70,10,0,0,3,1,3,1,Tier1,0
NOTCH3,95,-90,-90,10,1,0,NA,1,5,0,Tier1,0
NOTCH4,90,-95,-80,NA,0,0,NA,1,0,0,Tier1,0
NOX5,80,-90,70,NA,1,0,NA,1,4,0,Tier1,0
NPAP1,70,-98,90,5,2,0,NA,1,-1,0,Tier1,0
NPBWR1,80,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
NPC1,85,-99,85,NA,1,0,3,1,3,1,Tier1,0
NPC1L1,90,-95,80,NA,2,0,NA,1,3,0,Tier1,0
NPFFR1,80,-95,-70,NA,3,0,NA,1,5,0,Tier1,0
NPFFR2,70,-90,80,10,3,0,NA,1,5,0,Tier1,0
NPNT,90,75,-80,9,2,0,NA,0,-1,0,Tier1,0
NPR1,80,-90,90,5,3,0,3,1,0,1,Tier1,0
NPR2,80,-90,70,NA,2,0,3,1,5,1,Tier1,0
NPR3,80,-90,75,0,3,0,3,1,5,1,Tier1,0
NPSR1,90,-95,-90,NA,3,0,NA,1,4,0,Tier1,0
NPTN,85,-80,-75,10,3,1,3,1,5,1,Tier1,0
NPTX2,70,85,-80,-1,3,0,3,0,-1,1,Tier1,0
NPTXR,80,-95,85,10,3,0,NA,0,0,0,Tier1,0
NPY1R,80,-95,-80,NA,3,0,3,1,0,1,Tier1,0
NPY2R,80,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
NPY4R,85,-90,-70,NA,3,0,NA,1,5,0,Tier1,0
NPY5R,90,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
NRAS,80,-95,90,10,2,0,NA,0,3,0,Tier1,0
NRCAM,95,-95,-95,4,3,0,3,1,3,1,Tier1,0
NRG1,90,-95,-90,-1,1,0,NA,1,0,0,Tier1,0
NRG2,70,-95,-70,-1,3,0,NA,1,4,0,Tier1,0
NRP1,95,-95,-95,-1,1,0,3,1,2,1,Tier1,0
NRP2,95,-95,-95,9,3,0,3,1,-1,1,Tier1,0
NRSN1,-95,-95,90,10,2,0,NA,1,5,0,Tier1,0
NRXN1,80,-95,-70,10,1,0,NA,1,5,0,Tier1,0
NRXN1,80,-95,-70,10,2,0,NA,1,5,0,Tier1,0
NRXN2,80,-90,-70,NA,3,0,NA,1,5,0,Tier1,0
NRXN2,80,-90,-70,NA,3,0,NA,1,5,0,Tier1,0
NT5E,90,-90,-80,10,2,2,3,0,5,1,Tier1,0
NTM,100,-100,-100,NA,3,3,3,0,0,1,Tier1,0
NTN3,-90,-90,75,NA,0,0,3,0,-1,1,Tier1,0
NTNG1,80,-90,-85,10,3,2,3,0,5,1,Tier1,0
NTNG2,85,-90,-90,5,3,0,NA,0,5,0,Tier1,0
NTRK1,80,-95,-80,0,1,0,3,1,4,1,Tier1,0
NTRK2,80,-90,-80,10,2,0,3,1,1,1,Tier1,0
NTRK3,80,-90,-70,0,3,0,3,1,0,1,Tier1,0
NTSR1,85,-90,-70,10,2,0,3,1,5,1,Tier1,0
NTSR2,75,-90,-65,NA,3,0,NA,1,0,0,Tier1,0
NUMB,60,-90,85,10,2,0,NA,0,3,0,Tier1,0
NUP210,70,-95,80,NA,2,0,3,1,-2,1,Tier1,0
NXPH4,-95,-95,80,NA,3,0,3,0,-1,1,Tier1,0
OBSCN,75,-95,85,10,1,0,NA,0,3,0,Tier1,0
OCA2,-95,-95,95,10,2,0,NA,1,5,0,Tier1,0
OCLN,90,-90,-80,10,2,0,NA,1,5,0,Tier1,0
OCM,85,-90,80,10,3,0,NA,0,0,0,Tier1,0
OCRL,85,-95,90,10,2,0,NA,0,-6,0,Tier1,0
OCSTAMP,80,-95,70,NA,3,0,NA,1,5,0,Tier1,0
ODF2,75,-90,85,10,2,0,NA,0,-1,0,Tier1,0
ODF4,85,-90,70,0,3,0,NA,1,5,0,Tier1,0
ODR4,60,-95,70,10,3,0,NA,1,5,0,Tier1,0
OGN,70,90,-80,-1,2,0,3,1,-1,1,Tier1,0
OLFM1,75,-78,-80,-1,2,0,3,0,-4,1,Tier1,0
OLFM4,75,-90,-85,9,2,0,NA,0,0,0,Tier1,0
OLFML2A,70,70,-70,-1,3,0,3,0,-1,1,Tier1,0
OLFML2B,70,70,-80,-1,3,0,3,0,-1,1,Tier1,0
OLFML3,70,80,-70,-1,2,0,3,0,-1,1,Tier1,0
OLR1,90,-95,-80,10,2,0,3,1,0,1,Tier1,0
OPALIN,75,-98,-75,NA,2,0,NA,1,5,0,Tier1,0
OPCML,80,-90,-80,NA,3,3,3,0,5,1,Tier1,0
OPN3,80,-95,70,NA,3,0,NA,1,4,0,Tier1,0
OPN4,90,-95,-90,NA,3,0,NA,1,3,0,Tier1,0
OPRK1,-90,-90,80,10,2,0,NA,1,5,0,Tier1,0
OPRL1,75,-95,75,10,2,0,NA,1,0,0,Tier1,0
OR10A2,80,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
OR10A4,60,-90,-70,NA,3,0,NA,1,0,0,Tier1,0
OR10A6,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR10A7,80,-95,75,NA,3,0,NA,1,0,0,Tier1,0
OR10AD1,65,-95,-75,NA,3,0,NA,1,0,0,Tier1,0
OR10AG1,80,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR10G2,80,-90,70,NA,3,0,NA,1,0,0,Tier1,0
OR10H1,70,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR10H2,90,-90,-85,NA,3,0,NA,1,0,0,Tier1,0
OR10H4,70,-95,60,NA,3,0,NA,1,0,0,Tier1,0
OR10P1,-95,-95,80,10,3,0,NA,1,0,0,Tier1,0
OR10T2,70,-80,-80,NA,3,0,NA,1,0,0,Tier1,0
OR10V1,70,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR10W1,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR11A1,75,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
OR11G2,60,-70,-60,NA,3,0,NA,1,0,0,Tier1,0
OR11H1,90,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
OR11H12,80,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR11H2,65,-95,-70,NA,3,0,NA,1,5,0,Tier1,0
OR11H4,70,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
OR11H6,70,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
OR11L1,70,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR12D2,80,-90,75,NA,3,0,NA,1,0,0,Tier1,0
OR13C2,-90,-90,80,10,2,0,NA,1,0,0,Tier1,0
OR13C5,-80,-80,80,10,2,0,NA,1,0,0,Tier1,0
OR13C9,-95,-95,90,10,2,0,NA,1,0,0,Tier1,0
OR14A2,75,-90,-70,NA,3,0,NA,1,0,0,Tier1,0
OR1D5,75,-85,70,NA,3,0,NA,1,0,0,Tier1,0
OR1N1,75,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
OR1Q1,70,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
OR1S2,85,-90,-85,NA,3,0,NA,1,0,0,Tier1,0
OR2A1,80,-95,75,NA,NA,0,NA,1,0,0,Tier1,0
OR2A2,80,-90,-85,NA,3,0,NA,1,0,0,Tier1,0
OR2A25,70,-95,60,NA,3,0,NA,1,0,0,Tier1,0
OR2AJ1,75,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR2AK2,70,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR2C3,-95,-95,-97,10,3,0,NA,1,0,0,Tier1,0
OR2J3,85,-95,80,NA,3,0,NA,1,0,0,Tier1,0
OR2K2,70,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR2L3,70,-95,60,NA,3,0,NA,1,0,0,Tier1,0
OR2T1,70,-90,-65,NA,3,0,NA,1,0,0,Tier1,0
OR2T4,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR2V1,80,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
OR2W1,80,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR2W3,70,-90,-70,NA,3,0,NA,1,0,0,Tier1,0
OR4C16,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR4D1,80,-90,-85,NA,3,0,NA,1,0,0,Tier1,0
OR4D5,70,-85,-80,NA,3,0,NA,1,0,0,Tier1,0
OR4K1,80,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR4N4,95,-95,-90,0,3,0,NA,1,0,0,Tier1,0
OR4P4,90,-95,80,NA,3,0,NA,1,0,0,Tier1,0
OR51A2,70,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
OR51A4,70,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
OR51A7,80,-90,70,NA,3,0,NA,1,0,0,Tier1,0
OR51B2,65,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR51B4,80,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
OR51B5,70,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
OR51B6,75,-90,-85,NA,3,0,NA,1,0,0,Tier1,0
OR51D1,70,-90,65,NA,3,0,NA,1,0,0,Tier1,0
OR51E1,70,-90,-80,NA,3,0,NA,1,5,0,Tier1,0
OR51E2,85,-95,-90,NA,1,0,NA,1,4,0,Tier1,0
OR51F1,70,-80,-80,NA,3,0,NA,1,0,0,Tier1,0
OR51F2,75,-80,70,NA,3,0,NA,1,0,0,Tier1,0
OR51G2,80,-90,70,NA,3,0,NA,1,0,0,Tier1,0
OR51I1,75,-95,-95,NA,3,0,NA,1,0,0,Tier1,0
OR51I2,70,-70,50,NA,3,0,NA,1,0,0,Tier1,0
OR51L1,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR51T1,70,-85,-90,NA,3,0,NA,1,0,0,Tier1,0
OR51V1,80,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR52A1,60,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR52A5,75,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
OR52B2,75,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
OR52B4,70,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR52B6,80,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
OR52D1,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR52E5,70,-95,65,NA,3,0,NA,1,0,0,Tier1,0
OR52I1,70,-90,-85,NA,3,0,NA,1,0,0,Tier1,0
OR52I2,70,-95,-65,NA,3,0,NA,1,0,0,Tier1,0
OR52J3,75,-80,-70,NA,3,0,NA,1,0,0,Tier1,0
OR52K2,75,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
OR52N1,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR52N2,70,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR52N4,75,-95,-80,NA,3,0,NA,1,0,0,Tier1,0
OR52R1,75,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR56A3,75,-90,70,NA,3,0,NA,1,0,0,Tier1,0
OR56B1,80,-95,70,NA,3,0,NA,1,0,0,Tier1,0
OR5A1,70,-90,-70,NA,3,0,NA,1,0,0,Tier1,0
OR5A2,70,-90,-70,NA,3,0,NA,1,0,0,Tier1,0
OR5AN1,70,-95,-70,NA,3,0,NA,1,5,0,Tier1,0
OR5AR1,85,-90,80,NA,3,0,NA,1,5,0,Tier1,0
OR5B3,75,-95,-75,NA,3,0,NA,1,0,0,Tier1,0
OR5P2,60,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
OR5T1,70,-90,-80,NA,3,0,NA,1,0,0,Tier1,0
OR6B2,-90,-90,75,10,2,0,NA,1,0,0,Tier1,0
OR6B3,-80,-80,80,10,2,0,NA,1,0,0,Tier1,0
OR6C4,75,-99,70,NA,3,0,NA,1,0,0,Tier1,0
OR6C6,-99,-99,99,10,3,0,NA,1,0,0,Tier1,0
OR6J1,70,-80,-80,NA,3,0,NA,1,0,0,Tier1,0
OR7A5,60,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
OR7D2,80,-95,75,NA,2,0,NA,1,0,0,Tier1,0
OR8A1,90,-95,-90,NA,3,0,NA,1,0,0,Tier1,0
OR8B3,90,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
OR8B4,80,-95,-85,NA,3,0,NA,1,0,0,Tier1,0
OR8G1,75,-95,-65,NA,3,0,NA,1,0,0,Tier1,0
OR8H2,80,-100,-100,NA,3,0,NA,1,0,0,Tier1,0
OR8H3,80,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
OR8J3,70,-80,-65,NA,3,0,NA,1,0,0,Tier1,0
OR9A2,80,-90,60,NA,3,0,NA,1,0,0,Tier1,0
ORAI1,100,-100,-90,NA,3,0,NA,1,5,0,Tier1,0
ORAI2,90,-90,80,0,3,0,NA,1,5,0,Tier1,0
ORAI3,99,-98,-80,0,3,0,NA,1,5,0,Tier1,0
ORM1,-95,95,-95,-1,3,0,3,0,0,1,Tier1,0
OSCAR,90,-70,-80,10,3,1,3,1,4,1,Tier1,0
OSCP1,70,-95,80,5,3,0,NA,0,0,0,Tier1,0
OSMR,95,-95,-90,0,3,0,3,1,0,1,Tier1,0
OSTM1,80,-95,90,0,2,0,3,1,-1,1,Tier1,0
OTOP1,80,-90,-85,NA,3,0,NA,1,5,0,Tier1,0
OTOP2,90,-90,-80,10,3,0,NA,1,5,0,Tier1,0
OTOP3,70,-80,-70,NA,3,0,NA,1,5,0,Tier1,0
OXER1,85,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
OXGR1,80,-90,-85,10,3,0,NA,1,5,0,Tier1,0
OXTR,80,-95,-70,NA,3,0,NA,1,0,0,Tier1,0
P2RX1,95,-95,-95,0,2,0,2,1,5,0,Tier1,0
P2RX2,80,-95,-90,NA,2,0,NA,1,5,0,Tier1,0
P2RX3,80,-90,-70,NA,3,0,NA,1,5,0,Tier1,0
P2RX4,80,-99,-80,NA,2,0,2,1,4,0,Tier1,0
P2RX5,70,-95,-70,10,3,0,NA,1,5,0,Tier1,0
P2RX6,75,-95,70,0,2,0,NA,1,3,0,Tier1,0
P2RX7,90,-95,-80,NA,1,0,3,1,5,1,Tier1,0
P2RY1,95,-95,-95,NA,2,0,NA,1,5,0,Tier1,0
P2RY10,85,-90,80,NA,3,0,3,1,0,1,Tier1,0
P2RY11,80,-95,-90,NA,3,0,3,1,0,1,Tier1,0
P2RY12,90,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
P2RY14,80,-90,-90,NA,3,0,NA,1,0,0,Tier1,0
P2RY2,85,-95,-85,0,3,0,NA,1,0,0,Tier1,0
P2RY4,90,-95,80,NA,2,0,NA,1,0,0,Tier1,0
P2RY6,85,-80,70,NA,3,0,NA,1,0,0,Tier1,0
P2RY8,90,-95,-80,NA,3,0,3,1,5,1,Tier1,0
PACSIN2,70,-95,75,15,2,0,NA,0,2,0,Tier1,0
PACSIN3,75,-95,85,5,2,0,NA,0,4,0,Tier1,0
PAG1,90,-85,-75,10,3,1,NA,1,5,0,Tier1,0
PAK1,80,-95,85,10,0,0,NA,0,2,0,Tier1,0
PAK2,75,-90,80,5,1,0,NA,0,-2,0,Tier1,0
PAK4,80,-95,90,10,1,0,NA,0,-1,0,Tier1,0
PAK6,80,-90,90,5,0,0,NA,0,0,0,Tier1,0
PALM,80,-90,-75,10,2,1,NA,0,2,0,Tier1,0
PAM,90,-90,70,-1,1,0,NA,1,3,0,Tier1,0
PANX1,90,-95,-85,10,2,0,3,1,4,1,Tier1,0
PANX2,90,-90,80,10,2,0,NA,1,3,0,Tier1,0
PANX3,80,-90,-70,NA,2,0,NA,1,4,0,Tier1,0
PAQR8,80,-90,70,10,2,0,NA,1,5,0,Tier1,0
PAQR9,75,-90,70,NA,3,0,NA,1,5,0,Tier1,0
PARD3,80,-95,90,10,2,0,NA,0,4,0,Tier1,0
PARD3B,80,-90,85,10,3,0,NA,0,0,0,Tier1,0
PARD6A,80,-95,90,5,2,0,NA,0,-1,0,Tier1,0
PARD6G,70,-90,80,10,2,0,NA,0,5,0,Tier1,0
PARM1,70,-90,80,0,2,0,3,1,3,1,Tier1,0
PARP6,75,-90,80,10,1,0,NA,0,0,0,Tier1,0
PARVA,70,-95,90,10,2,0,NA,0,-1,0,Tier1,0
PARVB,90,-95,85,10,2,0,NA,0,0,0,Tier1,0
PATE1,70,-90,-80,NA,3,1,NA,0,-1,0,Tier1,0
PATJ,90,-95,90,10,2,0,NA,0,4,0,Tier1,0
PCDH1,80,-95,-80,10,2,0,3,1,5,1,Tier1,0
PCDH10,85,-90,-70,0,3,0,NA,1,5,0,Tier1,0
PCDH11X,90,-85,-80,NA,3,0,NA,1,5,0,Tier1,0
PCDH12,70,-90,-80,NA,3,0,NA,1,4,0,Tier1,0
PCDH15,85,-95,-75,15,3,0,3,1,5,1,Tier1,0
PCDH17,90,-90,-80,5,2,0,3,1,5,1,Tier1,0
PCDH18,85,-80,-65,0,3,0,3,1,5,1,Tier1,0
PCDH19,-98,-98,80,0,3,0,3,1,5,1,Tier1,0
PCDH20,90,-95,-70,0,3,0,3,1,5,1,Tier1,0
PCDH7,75,-90,-85,10,3,0,3,1,0,1,Tier1,0
PCDH8,80,-95,-85,NA,3,0,NA,1,4,0,Tier1,0
PCDH9,70,-95,-80,0,3,0,3,1,5,1,Tier1,0
PCDHA1,85,-95,-80,9,2,0,NA,1,4,0,Tier1,0
PCDHA10,-80,-95,-90,NA,3,0,3,1,4,1,Tier1,0
PCDHA11,60,-80,-70,10,3,0,3,1,5,1,Tier1,0
PCDHA12,-90,-90,-70,10,3,0,NA,1,5,0,Tier1,0
PCDHA13,80,-95,-85,NA,3,0,NA,1,5,0,Tier1,0
PCDHA3,85,-95,-90,NA,3,0,NA,1,5,0,Tier1,0
PCDHA4,-85,-95,70,10,3,0,NA,1,5,0,Tier1,0
PCDHA5,80,-95,80,10,3,0,NA,1,5,0,Tier1,0
PCDHA6,70,-95,-90,-1,3,0,3,1,4,1,Tier1,0
PCDHAC1,70,-80,-70,0,3,0,NA,1,5,0,Tier1,0
PCDHB1,70,-90,80,5,3,0,NA,1,5,0,Tier1,0
PCDHB11,70,-80,70,10,3,0,NA,1,5,0,Tier1,0
PCDHB12,70,-95,70,10,3,0,NA,1,5,0,Tier1,0
PCDHB16,70,-90,-70,10,3,0,NA,1,0,0,Tier1,0
PCDHB2,70,-95,-90,0,3,0,NA,1,5,0,Tier1,0
PCDHB4,-70,-85,70,10,3,0,NA,1,5,0,Tier1,0
PCDHB5,80,-95,90,10,3,0,NA,1,5,0,Tier1,0
PCDHGA1,80,-95,70,10,3,0,NA,1,5,0,Tier1,0
PCDHGA10,75,-95,-80,10,3,0,NA,1,5,0,Tier1,0
PCDHGA11,80,-95,-75,10,3,0,NA,1,5,0,Tier1,0
PCDHGA12,80,-90,-90,10,3,0,3,1,5,1,Tier1,0
PCDHGA2,80,-98,-75,15,3,0,NA,1,5,0,Tier1,0
PCDHGA3,-95,-95,-95,10,2,0,NA,1,5,0,Tier1,0
PCDHGA4,80,-90,-70,10,3,0,NA,1,5,0,Tier1,0
PCDHGA5,75,-90,-80,10,3,0,NA,1,5,0,Tier1,0
PCDHGA6,75,-75,70,10,3,0,NA,1,5,0,Tier1,0
PCDHGA7,70,-95,-90,10,3,0,NA,1,5,0,Tier1,0
PCDHGA8,50,-95,-75,10,3,0,3,1,5,1,Tier1,0
PCDHGA9,80,-95,70,10,3,0,3,1,5,1,Tier1,0
PCDHGB1,80,-90,-70,15,3,0,3,1,5,1,Tier1,0
PCDHGB2,80,-90,70,10,3,0,NA,1,5,0,Tier1,0
PCDHGB3,-80,-90,70,10,3,0,NA,1,5,0,Tier1,0
PCDHGB4,-90,-95,85,10,3,0,3,1,5,1,Tier1,0
PCDHGB5,60,-95,-70,10,3,0,3,1,5,1,Tier1,0
PCDHGB6,70,-95,-80,10,3,0,NA,1,5,0,Tier1,0
PCDHGB7,90,-90,-80,10,3,0,3,1,5,1,Tier1,0
PCDHGC3,80,-70,-70,10,3,0,3,1,5,1,Tier1,0
PCDHGC4,-95,-95,85,10,3,0,NA,1,5,0,Tier1,0
PCDHGC5,90,-98,80,10,3,0,3,1,5,1,Tier1,0
PCMTD1,70,-90,80,10,1,0,NA,0,-1,0,Tier1,0
PCSK4,70,-90,-70,NA,2,0,NA,1,3,0,Tier1,0
PDCD1,95,-95,-85,NA,3,0,3,1,5,1,Tier1,0
PDCD1LG2,99,-95,-90,-1,3,0,3,1,4,1,Tier1,0
PDE3A,-90,-90,80,10,2,0,NA,1,4,0,Tier1,0
PDE4D,75,-90,80,15,2,0,NA,0,4,0,Tier1,0
PDGFC,80,90,-80,9,2,0,NA,0,1,0,Tier1,0
PDGFRA,95,-99,-80,15,2,0,3,1,4,1,Tier1,0
PDGFRB,98,-90,-95,0,2,0,3,1,0,1,Tier1,0
PDPN,95,-90,-85,15,2,1,NA,1,4,0,Tier1,0
PDZD8,-95,-95,95,5,1,0,NA,1,4,0,Tier1,0
PEAK1,85,-98,-80,10,2,0,NA,0,-1,0,Tier1,0
PEAR1,80,-95,70,10,3,0,3,1,5,1,Tier1,0
PEBP1,70,-90,80,10,2,0,NA,0,-1,0,Tier1,0
PECAM1,95,-85,-90,10,2,0,3,1,5,1,Tier1,0
PERP,85,-95,80,NA,2,0,NA,1,4,0,Tier1,0
PGAP1,75,-95,-90,NA,1,1,2,1,4,0,Tier1,0
PGAP2,90,-95,-85,0,2,1,NA,1,3,0,Tier1,0
PGAP3,85,-95,-90,10,2,1,NA,1,3,0,Tier1,0
PGRMC1,95,-95,90,0,2,0,NA,1,1,0,Tier1,0
PGRMC2,-70,-90,70,10,2,0,NA,1,2,0,Tier1,0
PHEX,-85,-90,75,10,2,0,NA,1,5,0,Tier1,0
PHLDB1,80,-95,90,5,3,0,NA,0,0,0,Tier1,0
PHLDB2,70,-95,85,10,2,0,NA,0,-1,0,Tier1,0
PHPT1,80,-95,85,5,2,0,NA,0,-1,0,Tier1,0
PI16,80,-95,-85,NA,3,1,3,0,-1,1,Tier1,0
PI3,80,-95,90,9,2,0,NA,0,0,0,Tier1,0
PI4K2A,80,-95,85,10,2,0,NA,0,-2,0,Tier1,0
PIEZO1,90,-95,-95,NA,2,0,NA,1,3,0,Tier1,0
PIEZO2,90,-95,-85,10,3,0,NA,1,5,0,Tier1,0
PIGA,80,-95,-85,NA,2,1,NA,1,0,0,Tier1,0
PIGB,80,-100,-80,10,2,1,NA,1,4,0,Tier1,0
PIGC,90,-95,-90,NA,2,1,NA,1,4,0,Tier1,0
PIGG,75,-90,-70,NA,2,1,2,1,4,0,Tier1,0
PIGH,95,-80,-70,NA,2,1,NA,1,0,0,Tier1,0
PIGK,70,-95,-90,NA,2,1,NA,1,-1,0,Tier1,0
PIGL,80,-90,-70,0,2,1,NA,1,-1,0,Tier1,0
PIGM,90,-90,-90,NA,2,1,NA,1,4,0,Tier1,0
